filename,description,rod_length,big_end_diameter,small_end_diameter,shaft_thickness,rod_thickness,shaft_length,shaft_diameter,cam_major_diameter,cam_minor_diameter,cam_thickness,journal_diameter,journal_thickness,num_cams,component_type,throw_count,web_thickness,counterweight_radius,cylinder_count,head_length,port_diameter,valve_diameter,length,width,height,oil_pan_depth,bearing_diameter,flange_thickness,valve_type,stem_length,stem_diameter,head_diameter,head_thickness,filleted
engine_valve_47_exhaust_valve_with_thin_stem_short_stem.stl,exhaust valve with thin stem short stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,80,5,25,4,FALSE
engine_valve_48_intake_valve_with_long_stem_thick_stem_filleted.stl,intake valve with long stem thick stem filleted,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,intake,120,8,30,4,TRUE
engine_valve_49_exhaust_valve_with_small_head_thin_stem.stl,exhaust valve with small head thin stem,,,,,,,,,,,,,,engine_valve,,,,,,,,,,,,,,exhaust,100,5,20,4,FALSE
camshaft_303.stl,camshaft,long thick camshaft with big cams 
camshaft_304.stl,camshaft,long thick camshaft with big cams 
camshaft_305.stl,camshaft,long thick camshaft with big cams 
connecting_rod_306.stl,connecting_rod,long thick rod with big end 
camshaft_307.stl,camshaft,long thick camshaft with big cams 
crankshaft_308.stl,crankshaft,200mm long connecting rod with 30mm wide bearing
connecting_rod_309.stl,connecting_rod,200mm long connecting rod with 30mm wide bearing
connecting_rod_310.stl,connecting_rod,"connecting rod model with a big end and small end using standard engine proportions, exported as an STL in millimeters"
